Employee_ID,HR_Location,Hours_Footage_Total,Hours_Footage_No_Shift,Hours_Shift_Total,Hours_Shift_No_Footage,Missing_Shift_Data,Missing_Camera_Data,Zero_Footage_Shifts,Average_Percent_of_Other_Shifts_Recorded,Clips,Days_With_Footage,Footage_Hours,Gaps,Average_Clips_per_Day,Average_Footage_Hours_per_Day,Average_Clip_Length,Average_Gaps_per_Day
9003965,Beta,44.8425,72,112,14,FALSE,FALSE,9,0.9867916666666666,18,6,44.8425,0,3,7.47375,2.49125,0
9003967,Epsilon,56.54277777777778,62,123.9961111111111,36,FALSE,FALSE,4,0.3960302656616982,168,15,56.54277777777778,7,11.2,3.7695185185185185,0.3365641534391534,0.4666666666666667
9003968,Beta,105.3561111111111,11,112,47,FALSE,FALSE,1,0.7561271367521367,72,18,105.35611111111112,7,4,5.853117283950618,1.4632793209876542,0.3888888888888889
9003970,Delta,157.0875,32,168,69,FALSE,FALSE,2,0.850218253968254,121,18,157.0875,16,6.722222222222222,8.727083333333333,1.2982438016528923,0.8888888888888888
9003971,Delta,167.07055555555556,11,147.99777777777777,48,FALSE,FALSE,1,0.9400822375703448,91,18,167.07055555555556,0,5.055555555555555,9.281697530864198,1.835940170940171,0
9003973,Epsilon,124.35111111111111,18,140,29,FALSE,FALSE,1,0.9143907076719576,62,15,124.35111111111112,12,4.133333333333334,8.290074074074074,2.005663082437276,0.8
9003974,Epsilon,54.4075,60,119.99583333333334,39,FALSE,FALSE,2,0.28914732616250033,64,15,54.4075,13,4.266666666666667,3.627166666666666,0.8501171875,0.8666666666666667
9003980,Gamma,147.67694444444444,0,120,56,FALSE,FALSE,0,0.91875,185,16,147.67694444444444,10,11.5625,9.229809027777778,0.7982537537537537,0.625
9003982,Epsilon,121.42555555555556,6,140,12,FALSE,FALSE,0,0.8522152777777777,90,16,121.42555555555556,13,5.625,7.589097222222223,1.3491728395061728,0.8125
9003983,Delta,104.38777777777777,74,155.99833333333333,50,FALSE,FALSE,5,0.61855456738467,70,17,104.3877777777778,8,4.117647058823529,6.14045751633987,1.4912539682539685,0.4705882352941176
9003986,Gamma,132.39027777777778,49,119.99583333333334,94,FALSE,FALSE,6,0.9061425743949443,87,19,132.39027777777778,13,4.578947368421052,6.967909356725147,1.5217273307790549,0.6842105263157895
9003987,Beta,122.55416666666666,108,120,141,FALSE,FALSE,6,0.05956018518518519,113,17,122.55416666666666,11,6.647058823529412,7.20906862745098,1.0845501474926251,0.6470588235294118
9003990,Beta,86.145,33,104,33,FALSE,FALSE,4,0.9149961419753087,98,10,86.145,4,9.8,8.6145,0.879030612244898,0.4
9003997,Alpha,119.06194444444445,15,139.9961111111111,45,FALSE,FALSE,0,0.7405500598694134,109,19,119.06194444444444,10,5.7368421052631575,6.266418128654971,1.092311416921509,0.5263157894736842
9003999,Beta,117.6675,8,103.99638888888889,39,FALSE,FALSE,0,0.8634968628718411,41,17,117.6675,0,2.411764705882353,6.921617647058824,2.869939024390244,0
9004005,Gamma,0,120,120,0,FALSE,TRUE,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
9004014,Epsilon,110.16777777777777,8,132,16,FALSE,FALSE,1,0.8797511574074074,102,14,110.16777777777776,11,7.285714285714286,7.869126984126984,1.0800762527233116,0.7857142857142857
9004017,Beta,124.0225,54,104,96,FALSE,FALSE,5,0.7195616319444444,81,14,124.0225,10,5.785714285714286,8.858749999999999,1.531141975308642,0.7142857142857143
9004018,Beta,69.82,80,120,38,FALSE,FALSE,10,0.9865972222222222,39,7,69.82,4,5.571428571428571,9.974285714285712,1.7902564102564102,0.5714285714285714
9004019,Beta,68.25583333333333,40,104,25,FALSE,FALSE,5,0.9432335069444444,79,8,68.25583333333333,5,9.875,8.531979166666666,0.8639978902953587,0.625
9004020,Beta,147.6675,3,104,64,FALSE,FALSE,0,0.9485122863247863,60,15,147.6675,10,4,9.8445,2.461125,0.6666666666666666
9004023,Beta,131.76555555555555,9,120,41,FALSE,FALSE,1,0.9310739087301587,47,14,131.76555555555555,0,3.357142857142857,9.411825396825396,2.8035224586288416,0
